Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500298,NATPEROX,NATIONAL PEROXIDE LTD.,Active,XC,10.00,INE585A01020,Commodity Chemicals,Equity
500300,GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,2.00,INE047A01021,Cement &amp; Cement Products,Equity
500302,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.00,INE140A01024,Pharmaceuticals,Equity
500304,NIITLTD,NIIT LTD.,Active,B ,2.00,INE161A01038,IT Training Services,Equity
500306,JAYKAY,JAYKAY ENTERPRISES LTD.,Active,XD,1.00,INE903A01025,Finance (including NBFCs),Equity
500307,NIRLON,NIRLON LTD.,Active,B ,10.00,INE910A01012,Misc.Commercial Services,Equity
500312,ONGC,OIL AND NATURAL GAS CORPORATION LTD.,Active,A ,5.00,INE213A01029,Exploration &amp; Production,Equity
500313,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,Active,B ,10.00,INE591A01010,Oil Equipment &amp; Services,Equity
500314,ORIENTHOT,ORIENTAL HOTELS LTD.,Active,B ,1.00,INE750A01020,Hotels,Equity
500315,ORIENTBANK,ORIENTAL BANK OF COMMERCE,Active,A ,10.00,INE141A01014,Banks,Equity
500317,OSWALAGRO,OSWAL AGRO MILLS LTD.,Active,B ,10.00,INE142A01012,Investment Companies,Equity
500319,INDSUCR,INDIAN SUCROSE LTD.,Active,XT,10.00,INE557C01017,Sugar,Equity
500322,PANCM,PANYAM CEMENTS &amp; MINERAL INDUSTRIES LTD.,Active,XC,10.00,INE167E01029,Cement &amp; Cement Products,Equity
500325,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A ,10.00,INE002A01018,Integrated Oil &amp; Gas,Equity
500327,PILITA,Pil Italica Lifestyle Ltd,Active,B ,1.00,INE600A01035,Plastic Products,Equity
500330,RAYMOND,RAYMOND LTD.,Active,A ,10.00,INE301A01014,Textiles,Equity
500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A ,1.00,INE318A01026,Specialty Chemicals,Equity
500333,PIXTRANS,PIX TRANSMISSIONS LTD.,Active,XC,10.00,INE751B01018,Auto Tyres &amp; Rubber Products,Equity
500335,BIRLACORPN,BIRLA CORPORATION LTD.,Active,B ,10.00,INE340A01012,Cement &amp; Cement Products,Equity
500336,SURYAROSNI,SURYA ROSHNI LTD.,Active,B ,10.00,INE335A01012,Iron &amp; Steel Products,Equity
500337,PRIMESECU,PRIME SECURITIES LTD.,Active,B ,5.00,INE032B01021,Other Financial Services,Equity
500338,PRISMCEM,PRISM CEMENT LTD.,Active,B ,10.00,INE010A01011,Cement &amp; Cement Products,Equity
500339,RAIN,Rain Industries Ltd,Active,B ,2.00,INE855B01025,Petrochemicals,Equity
500343,PDUMJEPULP,PUDUMJEE PULP &amp; PAPER MILLS LTD.,Active,B ,2.00,INE606A01024,Paper &amp; Paper Products,Equity
500346,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,Active,XT,10.00,INE609A01010,Telecom Equipment,Equity
500350,RSWM,RSWM LTD.,Active,B ,10.00,INE611A01016,Textiles,Equity
500354,RAJSREESUG,RAJSHREE SUGARS &amp; CHEMICALS LTD.,Active,B ,10.00,INE562B01019,Sugar,Equity
500355,RALLIS,RALLIS INDIA LTD.,Active,A ,1.00,INE613A01020,Agrochemicals,Equity
500356,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,Active,B ,10.00,INE278B01020,Paper &amp; Paper Products,Equity
500357,RAMAPPR-B,RAMA PAPER MILLS LTD.,Active,XD,10.00,INE425E01013,Paper &amp; Paper Products,Equity
500358,RAMAPETRO,RAMA PETROCHEMICALS LTD.,Active,XT,10.00,INE783A01013,Finance (including NBFCs),Equity
500360,RAPICUT,RAPICUT CARBIDES LTD.,Active,XD,10.00,INE350D01015,Other Non-Ferrous Metals,Equity
500366,ROLTA,ROLTA INDIA LTD.,Active,B ,10.00,INE293A01013,Internet Software &amp; Services,Equity
500367,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,XC,5.00,INE642C01025,Auto Tyres &amp; Rubber Products,Equity
500368,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,Active,B ,2.00,INE619A01027,Edible Oils,Equity
500370,SALORAINTL,SALORA INTERNATIONAL LTD.,Active,T ,10.00,INE924A01013,Comm.Trading  &amp; Distribution,Equity
500371,SAMTELIN,SAMTEL INDIA LTD.-$,Active,XT,10.00,INE538C01017,Consumer Electronics,Equity
500372,SAMTEL,SAMTEL COLOR LTD.,Active,T ,10.00,INE381A01016,Consumer Electronics,Equity
500378,JINDALSAW,JINDAL SAW LTD.,Active,B ,2.00,INE324A01024,Construction &amp; Engineering,Equity
500380,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.00,INE786A01032,Cement &amp; Cement Products,Equity
500387,SHREECEM,SHREE CEMENT LTD.,Active,A ,10.00,INE070A01015,Cement &amp; Cement Products,Equity
500388,SKPMIL,SHREE KRISHNA PAPER MILLS &amp; INDUSTRIES LTD.,Active,XT,10.00,INE970C01012,Paper &amp; Paper Products,Equity
500390,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,A ,10.00,INE036A01016,Electric Utilities,Equity
500394,SOLCT,SOLID CARBIDE TOOLS LTD.,Active,XT,1.00,INE161C01026,Other Industrial Goods,Equity
500399,STEELCO,STEELCO GUJARAT LTD.,Active,XT,10.00,INE629B01024,Iron &amp; Steel/Interm.Products,Equity
500400,TATAPOWER,TATA POWER CO.LTD.,Active,A ,1.00,INE245A01021,Electric Utilities,Equity
500402,SPMLINFRA,SPML Infra Limited,Active,B ,2.00,INE937A01023,Construction &amp; Engineering,Equity
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1.00,INE387A01021,Auto Parts &amp; Equipment,Equity
500404,SUNFLAG,SUNFLAG IRON &amp; STEEL CO.LTD.,Active,B ,10.00,INE947A01014,Iron &amp; Steel/Interm.Products,Equity
500405,SUPPETRO,SUPREME PETROCHEM LTD.,Active,B ,10.00,INE663A01017,Petrochemicals,Equity
500407,SWARAJENG,SWARAJ ENGINES LTD.,Active,B ,10.00,INE277A01016,Auto Parts &amp; Equipment,Equity
500408,TATAELXSI,TATA ELXSI LTD.,Active,A ,10.00,INE670A01012,IT Software Products,Equity
500410,ACC,ACC LTD.,Active,A ,10.00,INE012A01025,Cement &amp; Cement Products,Equity
500411,THERMAX,THERMAX LTD.,Active,A ,2.00,INE152A01029,Heavy Electrical Equipment,Equity
500412,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,B ,10.00,INE338A01016,Commodity Chemicals,Equity
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,B ,1.00,INE332A01027,Travel Support Services,Equity
500418,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,Active,B ,10.00,INE932C01012,Plastic Products,Equity
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.00,INE685A01028,Pharmaceuticals,Equity
500421,TPINDIA,TPI INDIA LTD.,Active,XT,1.00,INE578C01021,Containers &amp; Packaging,Equity
500422,TRANSCHEM,TRANSCHEM LTD.-$,Active,XD,10.00,INE019B01010,Pharmaceuticals,Equity
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2.00,INE079A01024,Cement &amp; Cement Products,Equity
500426,UTLINDS,UTL Industries Limited,Active,XT,1.00,INE184E01024,Copper,Equity
500429,UNIPHOS,UNIPHOS ENTERPRISES LTD.,Active,B ,2.00,INE037A01022,Comm.Trading  &amp; Distribution,Equity
500439,VHL,VARDHMAN HOLDINGS LTD.,Active,B ,10.00,INE701A01023,Finance (including NBFCs),Equity
500440,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.00,INE038A01020,Aluminium,Equity
500444,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,B ,2.00,INE976A01021,Paper &amp; Paper Products,Equity
500449,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,Active,B ,10.00,INE048A01011,Commodity Chemicals,Equity
500450,MPILCORPL,MPIL CORPORATION LTD.,Active,XD,10.00,INE844C01027,Other Financial Services,Equity
500456,PASUPTAC,PASUPATI ACRYLON LTD.,Active,XC,10.00,INE818B01023,Fibres &amp; Plastics,Equity
500459,PGHH,PROCTER &amp; GAMBLE HYGIENE &amp; HEALTH CARE LTD.,Active,A ,10.00,INE179A01014,Personal Products,Equity
500460,MUKANDLTD,MUKAND LTD.,Active,B ,10.00,INE304A01026,Iron &amp; Steel/Interm.Products,Equity
500463,AGCNET,AGC Networks Limited,Active,B ,10.00,INE676A01019,IT Consulting &amp; Software,Equity
500464,UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B ,10.00,INE139B01016,Auto Parts &amp; Equipment,Equity
500467,HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B ,10.00,INE544A01019,Auto Tyres &amp; Rubber Products,Equity
500469,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2.00,INE171A01029,Banks,Equity
500470,TATASTEEL,TATA STEEL LTD.,Active,A ,10.00,INE081A01012,Iron &amp; Steel/Interm.Products,Equity
500472,SKFINDIA,SKF India Ltd,Active,A ,10.00,INE640A01023,Other Industrial Goods,Equity
500477,ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1.00,INE208A01029,Commercial Vehicles,Equity
500480,CUMMINSIND,CUMMINS INDIA LTD.,Active,A ,2.00,INE298A01020,Industrial Machinery,Equity
500483,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A ,10.00,INE151A01013,Telecom - Alternate Carriers,Equity
500488,ABBOTINDIA,ABBOTT INDIA LTD.,Active,B ,10.00,INE358A01014,Pharmaceuticals,Equity
500490,BAJAJHLDNG,BAJAJ HOLDINGS &amp; INVESTMENT LTD.,Active,A ,10.00,INE118A01012,Holding Companies,Equity
500493,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2.00,INE465A01025,Other Industrial Products,Equity
500495,ESCORTS,ESCORTS LTD.,Active,A ,10.00,INE042A01014,Commercial Vehicles,Equity
500500,HINDMOTORS,HINDUSTAN MOTORS LTD.,Active,B ,5.00,INE253A01025,Cars &amp; Utility Vehicles,Equity
500510,LT,LARSEN &amp; TOUBRO LTD.,Active,A ,2.00,INE018A01030,Construction &amp; Engineering,Equity
500520,M&amp;M,MAHINDRA &amp; MAHINDRA LTD.,Active,A ,5.00,INE101A01026,Cars &amp; Utility Vehicles,Equity
500530,BOSCHLTD,BOSCH LTD.,Active,A ,10.00,INE323A01026,Auto Parts &amp; Equipment,Equity
500540,PREMIER,PREMIER LTD.,Active,B ,10.00,INE342A01018,Industrial Machinery,Equity
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE029A01011,Refineries/ Petro-Products,Equity
500550,SIEMENS,SIEMENS LTD.,Active,A ,2.00,INE003A01024,Heavy Electrical Equipment,Equity
500570,TATAMOTORS,TATA MOTORS LTD.,Active,A ,2.00,INE155A01022,Commercial Vehicles,Equity
500575,VOLTAS,VOLTAS LTD.,Active,A ,1.00,INE226A01021,Construction &amp; Engineering,Equity
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Active,A ,10.00,INE017A01032,Shipping,Equity
500645,DEEPAKFERT,DEEPAK FERTILISERS &amp; PETROCHEMICALS CORPORATION LTD.,Active,B ,10.00,INE501A01019,Commodity Chemicals,Equity
500650,EXCELINDUS,EXCEL INDUSTRIES LTD.,Active,B ,5.00,INE369A01029,Specialty Chemicals,Equity
500655,GARWARPOLY,GARWARE POLYESTER LTD.,Active,XC,10.00,INE291A01017,Commodity Chemicals,Equity
500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A ,10.00,INE159A01016,Pharmaceuticals,Equity
500670,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS &amp; CHEMICALS LTD.,Active,A ,10.00,INE113A01013,Fertilizers,Equity
500672,NOVARTIND,NOVARTIS INDIA LTD.,Active,B ,5.00,INE234A01025,Pharmaceuticals,Equity
500674,SANOFI,Sanofi India Ltd,Active,A ,10.00,INE058A01010,Pharmaceuticals,Equity
500676,GSKCONS,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,Active,A ,10.00,INE264A01014,Packaged Foods,Equity
500680,PFIZER,PFIZER LTD.,Active,A ,10.00,INE182A01018,Pharmaceuticals,Equity
500690,GSFC,GUJARAT STATE FERTILIZERS &amp; CHEMICALS LTD.,Active,A ,2.00,INE026A01025,Fertilizers,Equity
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A ,1.00,INE030A01027,Personal Products,Equity
500710,AKZOINDIA,Akzo Nobel India Limited,Active,B ,10.00,INE133A01011,Furniture-Furnishing-Paints,Equity
500730,NOCIL,NOCIL LTD.,Active,B ,10.00,INE163A01018,Specialty Chemicals,Equity
500770,TATACHEM,TATA CHEMICALS LTD.,Active,A ,10.00,INE092A01019,Commodity Chemicals,Equity
500777,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,Active,B ,10.00,INE148A01019,Commodity Chemicals,Equity
500780,ZUARIGLOB,ZUARI GLOBAL LTD.,Active,B ,10.00,INE217A01012,Fertilizers,Equity
500790,NESTLEIND,NESTLE INDIA LTD.,Active,A ,10.00,INE239A01016,Packaged Foods,Equity
500800,TATAGLOBAL,Tata Global Beverages Limited,Active,A ,1.00,INE192A01025,Tea &amp; Coffee,Equity
500820,ASIANPAINT,ASIAN PAINTS LTD.,Active,A ,1.00,INE021A01026,Furniture-Furnishing-Paints,Equity
500825,BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A ,2.00,INE216A01022,Packaged Foods,Equity
500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A ,1.00,INE259A01022,Personal Products,Equity
500840,EIHOTEL,EIH LTD.,Active,B ,2.00,INE230A01023,Hotels,Equity
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A ,1.00,INE053A01029,Hotels,Equity
500870,CASTROLIND,CASTROL INDIA LTD.,Active,A ,5.00,INE172A01027,Oil Marketing &amp; Distribution,Equity
500875,ITC,ITC LTD.,Active,A ,1.00,INE154A01025,Cigarettes-Tobacco Products,Equity
500877,APOLLOTYRE,APOLLO TYRES LTD.,Active,A ,1.00,INE438A01022,Auto Tyres &amp; Rubber Products,Equity
500878,CEATLTD,CEAT LTD.,Active,A ,10.00,INE482A01020,Auto Tyres &amp; Rubber Products,Equity
500890,MODIRUBBER,MODI RUBBER LTD.,Active,T ,10.00,INE832A01018,Auto Tyres &amp; Rubber Products,Equity
500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Active,A ,10.00,INE183A01016,Plastic Products,Equity
500945,VALUEIND,VALUE INDUSTRIES LTD.,Active,B ,10.00,INE352A01017,Household Appliances,Equity
501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,Active,XT,10.00,INE371U01015,Other Financial Services,Equity
501144,PEOPLIN,PEOPLES INVESTMENTS LTD.,Active,P ,10.00,NA          ,Misc.Commercial Services,Equity
501148,DSINVEST,DALAL STREET INVESTMENTS LTD.,Active,XT,10.00,INE422D01012,Investment Companies,Equity
501150,CENTRUM,CENTRUM CAPITAL LTD.,Active,T ,1.00,INE660C01027,Other Financial Services,Equity
501151,KARTKIN,KARTIK INVESTMENTS TRUST LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
501154,ROSEI,ROSE INVESTMENTS LTD.,Active,P ,10.00,INE383D01016,Other Financial Services,Equity
501179,OSCAR,OSCAR INVESTMENTS LTD.,Active,XC,10.00,INE221D01018,Investment Companies,Equity
501242,TCIFINANCE,TCI FINANCE LTD.,Active,B ,10.00,INE911B01018,Finance (including NBFCs),Equity
501261,KRATOSENER,KRATOS ENERGY &amp; INFRASTRUCTURE LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
501270,ZCHANAIN,CHANAKYA INVESTMENTS LTD.,Active,XT,10.00,INE825M01017,Misc.Commercial Services,Equity
501295,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,Active,B ,10.00,INE886A01014,Finance (including NBFCs),Equity
501298,INDPRUD,INDUSTRIAL &amp; PRUDENTIAL INVESTMENTS CO.LTD.,Active,XC,10.00,INE620D01011,Investment Companies,Equity
501301,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,B ,10.00,INE672A01018,Holding Companies,Equity
501343,MOTOGENFIN,MOTOR &amp; GENERAL FINANCE LTD.,Active,B ,10.00,INE861B01015,Finance (including NBFCs),Equity
501351,RAPIDIN,RAPID INVESTMENTS LTD.,Active,XT,10.00,INE154M01012,Misc.Commercial Services,Equity
501370,WALCHPF,WALCHAND PEOPLEFIRST LTD.,Active,XD,10.00,INE695D01021,Consulting Services,Equity
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT &amp; INVESTMENTS LTD.,Active,P ,10.00,NA          ,Other Financial Services,Equity
501391,WHBRADY,W.H.BRADY &amp; CO.LTD.,Active,XD,10.00,INE855A01019,Comm.Trading  &amp; Distribution,Equity
501423,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,Active,XC,10.00,INE151G01010,Plastic Products,Equity
501425,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A ,2.00,INE050A01025,Tea &amp; Coffee,Equity
501430,BOMBCYC,BOMBAY CYCLE &amp; MOTOR AGENCY LTD.,Active,XD,10.00,INE691K01017,Comm.Trading  &amp; Distribution,Equity
501455,GREAVESCOT,GREAVES COTTON LTD.,Active,B ,2.00,INE224A01026,Industrial Machinery,Equity
501471,MACK,MACK TRADING CO.LTD.,Active,XT,10.00,INE436D01012,Comm.Trading  &amp; Distribution,Equity
501477,MULLER,MULLER &amp; PHIPPS (INDIA) LTD.,Active,Z ,10.00,INE003F01015,Comm.Trading  &amp; Distribution,Equity
501479,ZNEWSAGA,NEW SAGAR TRADING CO.LTD.,Active,P ,10.00,NA          ,Comm.Trading  &amp; Distribution,Equity
501630,ANANDPROJ,Anand Projects Ltd,Active,P ,10.00,NA          ,Construction &amp; Engineering,Equity
501700,INDIANVSH,INDIANIVESH LTD.,Active,XD,1.00,INE131H01028,Finance (including NBFCs),Equity
501827,CENTPROV,CENTRAL PROVINCES RAILWAYS CO.LTD.,Active,XT,10.00,INE631B01038,Surface Transportation,Equity
501831,COASTCORP,COASTAL CORPORATION LTD.,Active,XD,10.00,INE377E01016,Comm.Trading  &amp; Distribution,Equity
501833,CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,Active,XT,10.00,INE490A01015,Shipping,Equity
501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,Active,T ,10.00,INE446C01013,Shipping,Equity
501945,DHENUBUILD,DHENU BUILDCON INFRA LTD.,Active,XD,1.00,INE758D01027,Finance (including NBFCs),Equity
502015,ASSOSTNB,ASSOCIATED STONE INDUSTRIES (KOTAH) LTD.,Active,XC,1.00,INE443A01030,Mining,Equity
502090,SAGCEM,SAGAR CEMENTS LTD.-$,Active,B ,10.00,INE229C01013,Cement &amp; Cement Products,Equity
502137,DECCANCE,DECCAN CEMENTS LTD.-$,Active,B ,5.00,INE583C01021,Cement &amp; Cement Products,Equity
502150,KLYNCEM,KALYANPUR CEMENTS LTD.,Active,P ,10.00,INE991E01022,Cement &amp; Cement Products,Equity
502157,MANGLMCEM,MANGALAM CEMENT LTD.,Active,B ,10.00,INE347A01017,Cement &amp; Cement Products,Equity
502165,OCL,OCL INDIA LTD.,Active,B ,2.00,INE290B01025,Cement &amp; Cement Products,Equity
502168,NCLIND,NCL INDUSTRIES LTD.-$,Active,B ,10.00,INE732C01016,Cement &amp; Cement Products,Equity
502175,SAURASHCEM,SAURASHTRA CEMENT LTD.,Active,XC,10.00,INE626A01014,Cement &amp; Cement Products,Equity
502180,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,Active,XC,10.00,INE232A01011,Cement &amp; Cement Products,Equity
502216,BOMBPOT,BOMBAY POTTERIES &amp; TILES LTD.,Active,P ,100.00,NA          ,Realty,Equity
502219,BOROSIL,BOROSIL GLASS WORKS LTD.,Active,B ,1.00,INE666D01022,Houseware,Equity
502250,MARATHR,MARATHWADA REFRACTORIES LTD.,Active,XT,10.00,INE347D01011,Construction Materials,Equity
502271,RASSIREF,RAASI REFRACTORIES LTD.-$,Active,XD,10.00,INE858D01017,Other Industrial Goods,Equity
502281,TRIVENIGQ,TRIVENI GLASS LTD.-$,Active,XT,10.00,INE094C01011,Construction Materials,Equity
