bse_eqlist
Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500408,TATAELXSI,TATA ELXSI LTD.,Active,A ,10.00,INE670A01012,IT Software Products,Equity
500410,ACC,ACC LTD.,Active,A ,10.00,INE012A01025,Cement &amp; Cement Products,Equity
500411,THERMAX,THERMAX LTD.,Active,A ,2.00,INE152A01029,Heavy Electrical Equipment,Equity
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.00,INE685A01028,Pharmaceuticals,Equity
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2.00,INE079A01024,Cement &amp; Cement Products,Equity
500440,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.00,INE038A01020,Aluminium,Equity
500459,PGHH,PROCTER &amp; GAMBLE HYGIENE &amp; HEALTH CARE LTD.,Active,A ,10.00,INE179A01014,Personal Products,Equity
500469,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2.00,INE171A01029,Banks,Equity
500470,TATASTEEL,TATA STEEL LTD.,Active,A ,10.00,INE081A01012,Iron &amp; Steel/Interm.Products,Equity
500472,SKFINDIA,SKF India Ltd,Active,A ,10.00,INE640A01023,Other Industrial Goods,Equity
500477,ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1.00,INE208A01029,Commercial Vehicles,Equity
500480,CUMMINSIND,CUMMINS INDIA LTD.,Active,A ,2.00,INE298A01020,Industrial Machinery,Equity
500483,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A ,10.00,INE151A01013,Telecom - Alternate Carriers,Equity
500490,BAJAJHLDNG,BAJAJ HOLDINGS &amp; INVESTMENT LTD.,Active,A ,10.00,INE118A01012,Holding Companies,Equity
500493,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2.00,INE465A01025,Other Industrial Products,Equity
500495,ESCORTS,ESCORTS LTD.,Active,A ,10.00,INE042A01014,Commercial Vehicles,Equity
500510,LT,LARSEN &amp; TOUBRO LTD.,Active,A ,2.00,INE018A01030,Construction &amp; Engineering,Equity
500520,M&amp;M,MAHINDRA &amp; MAHINDRA LTD.,Active,A ,5.00,INE101A01026,Cars &amp; Utility Vehicles,Equity
500530,BOSCHLTD,BOSCH LTD.,Active,A ,10.00,INE323A01026,Auto Parts &amp; Equipment,Equity
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE029A01011,Refineries/ Petro-Products,Equity
500550,SIEMENS,SIEMENS LTD.,Active,A ,2.00,INE003A01024,Heavy Electrical Equipment,Equity
500570,TATAMOTORS,TATA MOTORS LTD.,Active,A ,2.00,INE155A01022,Commercial Vehicles,Equity
500575,VOLTAS,VOLTAS LTD.,Active,A ,1.00,INE226A01021,Consumer Electronics,Equity
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Active,A ,10.00,INE017A01032,Shipping,Equity
500645,DEEPAKFERT,DEEPAK FERTILISERS &amp; PETROCHEMICALS CORPORATION LTD.,Active,A ,10.00,INE501A01019,Commodity Chemicals,Equity
500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A ,10.00,INE159A01016,Pharmaceuticals,Equity
500670,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS &amp; CHEMICALS LTD.,Active,A ,10.00,INE113A01013,Fertilizers,Equity
500674,SANOFI,Sanofi India Ltd,Active,A ,10.00,INE058A01010,Pharmaceuticals,Equity
500676,GSKCONS,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,Active,A ,10.00,INE264A01014,Packaged Foods,Equity
500680,PFIZER,PFIZER LTD.,Active,A ,10.00,INE182A01018,Pharmaceuticals,Equity
500690,GSFC,GUJARAT STATE FERTILIZERS &amp; CHEMICALS LTD.,Active,A ,2.00,INE026A01025,Fertilizers,Equity
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A ,1.00,INE030A01027,Personal Products,Equity
500770,TATACHEM,TATA CHEMICALS LTD.,Active,A ,10.00,INE092A01019,Commodity Chemicals,Equity
500790,NESTLEIND,NESTLE INDIA LTD.,Active,A ,10.00,INE239A01016,Packaged Foods,Equity
500800,TATAGLOBAL,Tata Global Beverages Limited,Active,A ,1.00,INE192A01025,Tea &amp; Coffee,Equity
500820,ASIANPAINT,ASIAN PAINTS LTD.,Active,A ,1.00,INE021A01026,Furniture-Furnishing-Paints,Equity
500825,BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A ,2.00,INE216A01022,Packaged Foods,Equity
500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A ,1.00,INE259A01022,Personal Products,Equity
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A ,1.00,INE053A01029,Hotels,Equity
500870,CASTROLIND,CASTROL INDIA LTD.,Active,A ,5.00,INE172A01027,Oil Marketing &amp; Distribution,Equity
500875,ITC,ITC LTD.,Active,A ,1.00,INE154A01025,Cigarettes-Tobacco Products,Equity
500877,APOLLOTYRE,APOLLO TYRES LTD.,Active,A ,1.00,INE438A01022,Auto Tyres &amp; Rubber Products,Equity
500878,CEATLTD,CEAT LTD.,Active,A ,10.00,INE482A01020,Auto Tyres &amp; Rubber Products,Equity
500900,STERLITEIND,STERLITE INDUSTRIES (INDIA) LTD.,Delisted,A ,1.00,INE268A01049,Copper,Equity
500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Active,A ,10.00,INE183A01016,Plastic Products,Equity
501425,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A ,2.00,INE050A01025,Tea &amp; Coffee,Equity
501455,GREAVESCOT,GREAVES COTTON LTD.,Active,A ,2.00,INE224A01026,Industrial Machinery,Equity
502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A ,2.00,INE787D01026,Auto Tyres &amp; Rubber Products,Equity
502742,SINTEX,SINTEX INDUSTRIES LTD.,Active,A ,1.00,INE429C01035,Textiles,Equity
503310,SWANENERGY,SWAN ENERGY LTD.,Active,A ,1.00,INE665A01038,Textiles,Equity
503806,SRF,SRF LTD.,Active,A ,10.00,INE647A01010,Textiles,Equity
504973,TIFHL,TI Financial Holdings Ltd,Active,A ,1.00,INE149A01033,Auto Parts &amp; Equipment,Equity
505200,EICHERMOT,EICHER MOTORS LTD.,Active,A ,10.00,INE066A01013,2/3 Wheelers,Equity
505537,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,Active,A ,1.00,INE256A01028,Broadcasting &amp; Cable TV,Equity
506285,BAYERCROP,BAYER CROPSCIENCE LTD.,Active,A ,10.00,INE462A01022,Agrochemicals,Equity
506395,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,Active,A ,1.00,INE169A01031,Fertilizers,Equity
507685,WIPRO,WIPRO LTD.,Active,A ,2.00,INE075A01022,IT Consulting &amp; Software,Equity
507880,VIPIND,V.I.P.INDUSTRIES LTD.-$,Active,A ,2.00,INE054A01027,Other Apparels &amp; Accessories,Equity
508869,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,Active,A ,5.00,INE437A01024,Healthcare Facilities,Equity
509480,BERGEPAINT,BERGER PAINTS INDIA LTD.,Active,A ,1.00,INE463A01038,Furniture-Furnishing-Paints,Equity
509930,SUPREMEIND,SUPREME INDUSTRIES LTD.,Active,A ,2.00,INE195A01028,Plastic Products,Equity
511072,DHFL,DEWAN HOUSING FINANCE CORPORATION LTD.,Active,A ,10.00,INE202B01012,Housing Finance ,Equity
511196,CANFINHOME,CAN FIN HOMES LTD.,Active,A ,2.00,INE477A01020,Housing Finance ,Equity
511218,SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.,Active,A ,10.00,INE721A01013,Finance (including NBFCs),Equity
511243,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A ,10.00,INE121A01016,Finance (including NBFCs),Equity
511288,GRUH,GRUH FINANCE LTD.,Active,A ,2.00,INE580B01029,Housing Finance ,Equity
511389,VIDEOIND,VIDEOCON INDUSTRIES LTD.,Active,A ,10.00,INE703A01011,Consumer Electronics,Equity
511676,GICHSGFIN,GIC HOUSING FINANCE LTD.,Active,A ,10.00,INE289B01019,Housing Finance ,Equity
512070,UPL,UPL Limited,Active,A ,2.00,INE628A01036,Agrochemicals,Equity
512179,SUNTECK,SUNTECK REALTY LTD.,Active,A ,1.00,INE805D01034,Realty,Equity
512237,JAICORPLTD,JAI CORP LTD.,Active,A ,1.00,INE070D01027,Iron &amp; Steel/Interm.Products,Equity
512573,AVANTI,AVANTI FEEDS LTD.-$,Active,A ,2.00,INE871C01020,Other Food Products,Equity
512599,ADANIENT,ADANI ENTERPRISES LTD.,Active,A ,1.00,INE423A01024,Comm.Trading  &amp; Distribution,Equity
513010,TATASPONGE,TATA SPONGE IRON LTD.,Active,A ,10.00,INE674A01014,Iron &amp; Steel/Interm.Products,Equity
513023,NBVENTURES,NAVA BHARAT VENTURES LTD.,Active,A ,2.00,INE725A01022,Electric Utilities,Equity
513375,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,Active,A ,1.00,INE120A01034,Other Industrial Products,Equity
513377,MMTC,MMTC LTD.,Active,A ,1.00,INE123F01029,Comm.Trading  &amp; Distribution,Equity
513599,HINDCOPPER,HINDUSTAN COPPER LTD.,Active,A ,5.00,INE531E01026,Copper,Equity
513683,NLCINDIA,NLC India Ltd,Active,A ,10.00,INE589A01014,Electric Utilities,Equity
514162,WELSPUNIND,WELSPUN INDIA LTD.,Active,A ,1.00,INE192B01031,Textiles,Equity
517326,CMC,CMC LTD.,Delisted,A ,10.00,INE314A01017,IT Consulting &amp; Software,Equity
517334,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,Active,A ,1.00,INE775A01035,Auto Parts &amp; Equipment,Equity
517354,HAVELLS,HAVELLS INDIA LTD.,Active,A ,1.00,INE176B01034,Other Elect.Equip./ Prod.,Equity
517385,SYMPHONY,Symphony Limited,Active,A ,2.00,INE225D01027,Consumer Electronics,Equity
517506,TTKPRESTIG,TTK PRESTIGE LTD.,Active,A ,10.00,INE690A01010,Houseware,Equity
521016,ICIL,INDO COUNT INDUSTRIES LTD.,Active,A ,2.00,INE483B01026,Textiles,Equity
521064,TRIDENT,TRIDENT LTD.,Active,A ,10.00,INE064C01014,Textiles,Equity
522205,PRAJIND,PRAJ INDUSTRIES LTD.,Active,A ,2.00,INE074A01025,Construction &amp; Engineering,Equity
522275,GET&amp;D,GE T&amp;D India Ltd,Active,A ,2.00,INE200A01026,Electric Utilities,Equity
523204,ABAN,ABAN OFFSHORE LTD.,Active,A ,2.00,INE421A01028,Exploration &amp; Production,Equity
523385,NILKAMAL,NILKAMAL LTD.,Active,A ,10.00,INE310A01015,Plastic Products,Equity
523405,JMFINANCIL,JM FINANCIAL LTD.-$,Active,A ,1.00,INE780C01023,Holding Companies,Equity
523457,LINDEINDIA,Linde India Limited,Active,A ,10.00,INE473A01011,Industrial Gases,Equity
523477,GUJRATGAS,GUJARAT GAS CO.LTD.,Delisted,A ,2.00,INE374A01029,Utilities:Non-Elec.,Equity
523598,SCI,SHIPPING CORPORATION OF INDIA LTD.,Active,A ,10.00,INE109A01011,Shipping,Equity
523642,PIIND,PI Industries Ltd,Active,A ,1.00,INE603J01030,Agrochemicals,Equity
523756,SREINFRA,SREI INFRASTRUCTURE FINANCE LTD.,Active,A ,10.00,INE872A01014,Finance (including NBFCs),Equity
524084,MONSANTO,MONSANTO INDIA LTD.,Active,A ,10.00,INE274B01011,Agrochemicals,Equity
524230,RCF,RASHTRIYA CHEMICALS &amp; FERTILIZERS LTD.,Active,A ,10.00,INE027A01015,Fertilizers,Equity
524404,MARKSANS,MARKSANS PHARMA LTD.,Active,A ,1.00,INE750C01026,Pharmaceuticals,Equity
524494,IPCALAB,IPCA LABORATORIES LTD.,Active,A ,2.00,INE571A01020,Pharmaceuticals,Equity
524715,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,Active,A ,1.00,INE044A01036,Pharmaceuticals,Equity
524804,AUROPHARMA,AUROBINDO PHARMA LTD.,Active,A ,1.00,INE406A01037,Pharmaceuticals,Equity
524816,NATCOPHARM,NATCO PHARMA LTD.,Active,A ,2.00,INE987B01026,Pharmaceuticals,Equity
526299,MPHASIS,MPHASIS LTD.,Active,A ,10.00,INE356A01018,IT Consulting &amp; Software,Equity
526371,NMDC,NMDC LTD.,Active,A ,1.00,INE584A01023,Mining,Equity
526612,BLUEDART,BLUE DART EXPRESS LTD.,Active,A ,10.00,INE233B01017,Transportation - Logistics,Equity
526991,ATLASCOPCO,ATLAS COPCO (INDIA) LTD.-$,Delisted,A ,10.00,INE445A01019,Industrial Machinery,Equity
530005,INDIACEM,INDIA CEMENTS LTD.,Active,A ,10.00,INE383A01012,Cement &amp; Cement Products,Equity
530007,JKTYRE,JK TYRE &amp; INDUSTRIES LTD.,Active,A ,2.00,INE573A01042,Auto Tyres &amp; Rubber Products,Equity
530019,JUBILANT,JUBILANT LIFE SCIENCES LIMITED,Active,A ,1.00,INE700A01033,Pharmaceuticals,Equity
530965,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10.00,INE242A01010,Oil Marketing &amp; Distribution,Equity
531162,EMAMILTD,EMAMI LTD.-$,Active,A ,1.00,INE548C01032,Personal Products,Equity
531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2.00,INE522D01027,Finance (including NBFCs),Equity
531344,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A ,10.00,INE111A01017,Transport Related Services,Equity
531500,RAJESHEXPO,RAJESH EXPORTS LTD.,Active,A ,1.00,INE343B01030,Other Apparels &amp; Accessories,Equity
531642,MARICO,MARICO LTD.,Active,A ,1.00,INE196A01026,Personal Products,Equity
531882,KWALITY,Kwality Limited,Active,A ,1.00,INE775B01025,Packaged Foods,Equity
532121,DENABANK,DENA BANK,Active,A ,10.00,INE077A01010,Banks,Equity
532129,HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,Active,A ,2.00,INE093A01033,IT Consulting &amp; Software,Equity
532134,BANKBARODA,BANK OF BARODA,Active,A ,2.00,INE028A01039,Banks,Equity
532144,WELCORP,Welspun Corp Limited,Active,A ,5.00,INE191B01025,Construction &amp; Engineering,Equity
532149,BANKINDIA,BANK OF INDIA,Active,A ,10.00,INE084A01016,Banks,Equity
532155,GAIL,GAIL (INDIA) LTD.,Active,A ,10.00,INE129A01019,Utilities:Non-Elec.,Equity
532174,ICICIBANK,ICICI BANK LTD.,Active,A ,2.00,INE090A01021,Banks,Equity
532175,CYIENT,Cyient Limited,Active,A ,5.00,INE136B01020,IT Consulting &amp; Software,Equity
532178,ENGINERSIN,ENGINEERS INDIA LTD.,Active,A ,5.00,INE510A01028,Consulting Services,Equity
532179,CORPBANK,CORPORATION BANK,Active,A ,2.00,INE112A01023,Banks,Equity
532181,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Active,A ,2.00,INE131A01031,Coal,Equity
532187,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10.00,INE095A01012,Banks,Equity
532209,J&amp;KBANK,JAMMU &amp; KASHMIR BANK LTD.,Active,A ,1.00,INE168A01041,Banks,Equity
532210,CUB,CITY UNION BANK LTD.,Active,A ,1.00,INE491A01021,Banks,Equity
532215,AXISBANK,AXIS BANK LTD.,Active,A ,2.00,INE238A01034,Banks,Equity
532218,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1.00,INE683A01023,Banks,Equity
532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A ,5.00,INE139A01034,Aluminium,Equity
532254,POLARIS,Polaris Consulting &amp; Services Limited,Active,A ,5.00,INE763A01023,IT Software Products,Equity
532273,CBOP,CENTURION BANK OF PUNJAB LTD.,Delisted,A ,1.00,INE484A01026,,Equity
532276,SYNDIBANK,SYNDICATE BANK,Active,A ,10.00,INE667A01018,Banks,Equity
532281,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A ,2.00,INE860A01027,IT Consulting &amp; Software,Equity
532286,JINDALSTEL,JINDAL STEEL &amp; POWER LTD.,Active,A ,1.00,INE749A01030,Iron &amp; Steel/Interm.Products,Equity
532296,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Active,A ,1.00,INE935A01035,Pharmaceuticals,Equity
532300,WOCKPHARMA,WOCKHARDT LTD.,Active,A ,5.00,INE049B01025,Pharmaceuticals,Equity
532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Active,A ,10.00,INE813A01018,Realty,Equity
532321,CADILAHC,CADILA HEALTHCARE LTD.,Active,A ,1.00,INE010B01027,Pharmaceuticals,Equity
532331,AJANTPHARM,AJANTA PHARMA LTD.,Active,A ,2.00,INE031B01049,Pharmaceuticals,Equity
532343,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A ,1.00,INE494B01023,2/3 Wheelers,Equity
532345,GATI,GATI LTD.,Active,A ,2.00,INE152B01027,Transportation - Logistics,Equity
532374,STRTECH,STERLITE TECHNOLOGIES LTD.,Active,A ,2.00,INE089C01029,Other Telecom Services,Equity
532388,IOB,INDIAN OVERSEAS BANK,Active,A ,10.00,INE565A01014,Banks,Equity
532400,KPIT,KPIT Technologies Limited,Active,A ,2.00,INE836A01035,IT Consulting &amp; Software,Equity
532401,VIJAYABANK,VIJAYA BANK,Active,A ,10.00,INE705A01016,Banks,Equity
532418,ANDHRABANK,ANDHRA BANK,Active,A ,10.00,INE434A01013,Banks,Equity
532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Active,A ,1.00,INE102D01028,Personal Products,Equity
532430,BFUTILITIE,BF UTILITIES LTD.-$,Active,A ,5.00,INE243D01012,Electric Utilities,Equity
532454,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A ,5.00,INE397D01024,Telecom Services,Equity
532461,PNB,PUNJAB NATIONAL BANK,Active,A ,2.00,INE160A01022,Banks,Equity
532466,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Active,A ,5.00,INE881D01027,IT Consulting &amp; Software,Equity
532477,UNIONBANK,UNION BANK OF INDIA,Active,A ,10.00,INE692A01016,Banks,Equity
532478,UBL,UNITED BREWERIES LTD.-$,Active,A ,1.00,INE686F01025,Breweries &amp; Distilleries,Equity
532480,ALBK,ALLAHABAD BANK,Active,A ,10.00,INE428A01015,Banks,Equity
532482,GRANULES,GRANULES INDIA LTD.-$,Active,A ,1.00,INE101D01020,Pharmaceuticals,Equity
532483,CANBK,CANARA BANK,Active,A ,10.00,INE476A01014,Banks,Equity
532488,DIVISLAB,DIVI'S LABORATORIES LTD.,Active,A ,2.00,INE361B01024,Pharmaceuticals,Equity
532493,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,A ,2.00,INE386C01029,Defence,Equity
532497,RADICO,RADICO KHAITAN LTD.,Active,A ,2.00,INE944F01028,Breweries &amp; Distilleries,Equity
532498,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,Active,A ,10.00,INE722A01011,Finance (including NBFCs),Equity
532500,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A ,5.00,INE585B01010,Cars &amp; Utility Vehicles,Equity
532504,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2.00,INE048G01026,Commodity Chemicals,Equity
532505,UCOBANK,UCO BANK,Active,A ,10.00,INE691A01018,Banks,Equity
532514,IGL,INDRAPRASTHA GAS LTD.,Active,A ,2.00,INE203G01027,Utilities:Non-Elec.,Equity
532522,PETRONET,PETRONET LNG LTD.,Active,A ,10.00,INE347G01014,Oil Marketing &amp; Distribution,Equity
532523,BIOCON,BIOCON LTD.,Active,A ,5.00,INE376G01013,Biotechnology,Equity
532524,PTC,PTC INDIA LTD.,Active,A ,10.00,INE877F01012,Electric Utilities,Equity
532531,STAR,Strides Shasun Ltd,Active,A ,10.00,INE939A01011,Pharmaceuticals,Equity
532532,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,Active,A ,2.00,INE455F01025,Construction &amp; Engineering,Equity
532538,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A ,10.00,INE481G01011,Cement &amp; Cement Products,Equity
532540,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A ,1.00,INE467B01029,IT Consulting &amp; Software,Equity
532541,NIITTECH,NIIT TECHNOLOGIES LTD.,Active,A ,10.00,INE591G01017,IT Consulting &amp; Software,Equity
532544,IBULLS,INDIABULLS FINANCIAL SERVICES LTD.,Delisted,A ,2.00,INE894F01025,Other Financial Services,Equity
532548,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A ,1.00,INE348B01021,Forest Products,Equity
